,labels,lenths,contents
3210,3,138,用 了 一 下午 ， 整体 感觉 不是 很 好 ， 激活 好 几次 不 成功 ， 最后 成功 了 ， 首先 要说 一下 ， 苹果 客服 服务态度 真差 ， 我 没 买 的 时候 还 回复 你 ， 当 你 购买 后出 问题 就 不理 人 ， 试 了 下 拍照 前 拍 闪光 live 模式 开启 关闭 都 闪烁 ， 而且 闪 出来 屏幕 颜色 都 变 了 ， 还有 就是 删除 所有 图片 会 出现 一条 黑线 ， 我 在 看 评论 的 时候 看到 也 有人 遇到 过 ， 希望 官方 能 解决 一下 ， 体验 了 一 下午 ， 上下 屏幕 厚度 不 一致 ， 不 知道 会 不会 出现 电池 问题 ， 急 着 销售 这批 金色 的 会 不会 是因为 有 瑕疵 ， 在 体验 一段时间 再 来 追加 评论 。
3211,3,16,一般般 ， 做工 垃圾 ， 有 很多 通病 。 品控 完蛋 。 坐等 苹果 关门大吉 。
3212,5,32,物流 特别 快 ， 小 哥哥 辛苦 了 ， 大热 的 天 也 按时 送到 ， 包装 的 很 仔细 ， 一 第一次 网上 买手机 ， 还 挺 满意 的 ， 嘻嘻
3213,1,15,送过来 的 时候 不是 苹果 原厂 塑封 ， 可能 被 拆过 了 ， RSD 名不虚传
3214,3,23,送货 时间 不 固定 有点 失望 ， 之前 下单 都 是 当时 送达 ， 这次 起早 下单 还要 等到 第二天 很 晚 。
3215,3,20,东西 很 好 ， 物流 小哥 也 很 好 ， 就是 包装 不好 。 一个 破 盒子 就 完事 了
3216,3,13,老是 自动 重启 的 情况 ！ 一个月 内 4 、 5 次 了
3217,1,15,手机 换 了 一次 第一个 触碰 不灵 ， 这个 后面 是 坏 的 京东 666
3218,5,8,相信 京东 ， 东西 也好 ， 不错 。
3219,3,44,刚 拿到 的 时候 感觉 还 可以 ， 玩 了 几天 ， 昨晚 打 王者 荣耀 的 时候 突然 闪退 了 一下 ， 我 也 不 知道 是 为什么 ， 懵 了 一下 ， 感觉 还是 要 在 实体店 买 比较 放心 ， 果不其然
3220,5,59,外观 整洁 完整 一点 也 没有 损坏 ， 发票 一应俱全 ， 手机 在 官 网上 查验 了 确实 是 新 的 ， 京东 自营 店 真的 不负众望 ， 感谢 京东 诚信 经营 ， 家里 的 家电 都 是 在 京东 购买 的 ， 取货 还 需要 取货 码 真的 很 严谨 ， 买手机 就 锁定 京东 自营 了 。
3221,5,93,【 用心 】 闺蜜 介绍 买 的 这款 ， 第一次 用 苹果 确实 遇到 很多 难题 ， 开机 还要 # id 遇到 很多 困难 ， 谢谢 闺蜜 和 客服 帮 我 解决 ? 到 今天 使用 非常 满意 ， 首先 音质 就 很 好 跟 安卓 区别 很大 ， 听 起来 非常 舒服 。 非常 流畅 。 100% 正品 ， 山寨 机用 不出 这 体验 ? Ps : 我 也 是 宝妈 自己 花钱买 的 不 追 新 看中 7p 性价比 和 性能 如果 你 想 赚 ， 点击 屏幕 截图 + 我
3222,2,92,4 号 下午 6399 下单 ， 晚上 就 变成 6199 ， 京东 老 用户 ， 竟然 被 当猴 耍 ， 惯用 套路 ！ 果断 退 了 第一个 订单 ， 重新 下单 ， 价保 形同虚设 ， 赠品 强买强卖 ！ 机子 外表 的 京东 封条 形同虚设 ， sim 卡槽 边 一个 小 白点 ， 不想 折腾 了 就 激活 了 ！ 京东 需要 加强 客户服务 ， 货品 质量保证 ， 包装 等 各 方面 ！ 两分 是 冲着 京东 小哥 辛苦 才 给 的 ， 不然 只 给 你 一分 ！ 小 哥们 给力 ！
3223,1,2,验过 再说
3224,5,51,手机 收到 了 ， 是 国行 正品 ， 很漂亮 ， 用 起来 速度 很快 ， 唯一 觉得 美中不足 的 是 ， 热 很 热 发热 太快 了 ， 一 玩游戏 就 发热 ， 特别 热 我 担心 会 不会 爆炸 ？ 其他 很棒 不 知道 发热 能 不能 解决 这个 问题
3225,5,9,买 了 一个 又 一个 ， 全家 必备 ！
3226,5,19,系统 非常 流畅 到手 以后 很 好看 faceID 反应 很快 就是 躺 在 床上 识别 不好 总体 来说 超赞
3227,5,18,"在 京东 上 买 了 n 个 苹果 了 , 都 没 问题 , 买 的 放心 !"
3228,2,47,第一天 用 就 卡 ， 而且 还 很 厚重 ， 很 让 人 失望 ， 不 知道 这 手机 的 问题 还是 假 的 ， 哪有 新手机 就 卡 的 & hellip ; & hellip ; 唉 & hellip ; & hellip ; 也 懒得 换 了
3229,5,70,抢到 不 容易 ， 设置 了 到货 提醒 ， 然而 每次 都 完美 错过 ， 京东 的 提醒 不太 及时 ， 抢到 也 是因为 一 下午 一直 在 刷新 ， 到 了 立马 下单 ， 发现 到货 也 只有 一个 ， 还好 最后 抢到 了 。 比 iPhone7 稍微 大 一些 ， 从 iPhone4 一直 用到 iPhoneX ， 质感 不错 ， 好看 。 顺便 纪念 下 淘汰 掉 的 iPhone7
3230,1,12,3 月 6 刚买 ， 今天 又 降价 00 影响 ? 差评
3231,3,43,第一次 用 苹果 ， 但是 体验 感觉 不太好 ， 有些 app 打开 就 卡死 ， 要 关闭 网络 再 开才行 ， 有时 软件 会 闪退 没有 返回 键 很 不 喜欢 ， 不能 单手操作 ， 信号 不行 ， 其他 还 算 可以 。
3232,3,18,正面 右上方 的 缝隙 比 其他 地方 大 ， 不 知道 什么 原因 ， 虽然 目前 没什么 影响
3233,2,17,苹果 手机 现在 做工 真是 不行 了 ， 接缝 真大 啊 指甲 都 快 伸进去 了 。
3234,5,16,还行 吧 ， 但 没有 8p 那么 重手 ， 有点 不 习惯 ， 买来 玩游戏 的
3235,1,95,订单号 636360632 京东 的 纠纷 处理 人员 不 听 客户 反馈 真实 问题 ， 帮 商家 说话 ， 丢 京东 形象 ， 请 京东 公司 看到 后查 我 的 记录 ， 推荐 错误 造成 商品 不能 用 ， 你们 纠纷 处理 员 可能 是 一个 更年期 女人 ， 不 认真 看 反馈 问题 ， 说 是 建议 ? 商家 肯定 的 回答 0cm 厚度 ， 造成 商品 不能 使用 ， 判 我主 责任 ， 请 京东 管理者 键入 处理 ， 不 公平 处理 只能 丢失 客户 ， 已经 0 年 购物 这次 太 伤心 。
3236,5,76,第一次 用 ios 系统 ， 很 顺滑 ， 特别 是 同时 用 的 还有 安卓 的 备用机 ， 对比 很 明显 。 收到 机子 后 官网 查询 未激活 ， 还 不错 ， 有点 遗憾 的 是 发现 home 键 和 银色 的 小圈 有点 歪 ， 强迫症 看着 难受 ， 但 也 懒得 退换 ， 毕竟 不 影响 使用 。 因为 犹豫 错过 了 双十 一 很 后悔 。 使用 一段时间 再 追评 吧 。 。
3237,5,11,物流 超快 ， ， 昨晚 上下 单今 早上 就 收到 了
3238,2,114,前 天下 单减 1100 ， 昨天 刚 收到 货 ， 发现 这么 贵 的 手机 居然 只用 这么 简单 的 包装 ， 幸好 拆开 没有 任何 问题 ， 今天 早上 准备 评论 时 发现 又 变成 下单 减 1500 了 ， 问 客服 居然 让 我 再 下单 购 一次 ， 成功 了 然后 补给 我 差价 ， 可是 页面 始终 显示 预约 抢购 状态 ， 抢 了 几次 也 抢 不到 ， 客服 说 抢 不到 就 不补 ， 京东 难道 就 这样 对待 客户 吗 ， 一天 一个 价 的 ， 一直 在 京东 上 购物 ， 手机 也 买 了 五个 了 ， 这次 的 双 11 让 我 失望 ！
3239,1,19,打开 角上 有 轻微 磕碰 ， 醉 了 、 \ n 只能 怪 我 激活 了 才 发现 ，
3240,5,9,一如既往 相信 京东 ， 非常 好 的 商品 ！
3241,5,6,好 的 很 ? ? ?
3242,1,71,机器 暂时 没 啥 问题 ， 物流 很快 ， 但是 ， 强调 ， 强调 ， 强调 ， 苹果 京东 的 客服 的 智商 真的 有 问题 ， 懂 ？ 智商 有 问题 。 个个 某某 亲戚 一样 ， 效率 ， 等等 ， 异常 ， 异常 ， 异常 ， 看不懂 ， 真的 看不懂 。 现在 京东 客服 高大威猛 ， 我花 7000 买台 手机 还 要求 着 它们 ， 哎 ， 世风日下 ！
3243,3,19,用 了 一天 小毛病 不少 ， 大 毛病 没有 发现 ， 负一屏 有 卡顿 ， 外 放歌 有 杂音
3244,5,25,一直 相信 京东 ， 这是 第一次 在 京东 购买 苹果 手机 ， 物流 速度 相当 快 ， 手机 质感 很 好 ， 没 毛病 ！
3245,1,29,差评 ！ ！ ！ 这 手机电池 有 问题 吧 ！ 买来 才 一个 星期 ， 就 只 剩 98% 有效 电池容量 了 ， 都 是 正常 使用 的 ！
3246,2,9,美中不足 摄像头 处有 一处 掉 漆 了 懒得 换
3247,3,5,手机 接 视频 时有 发烫
3248,5,18,物流 速度 很快 ， 我家 宝贝 看到 很 喜欢 ， 手机 性价比 也 高 ， 很 满意 。
3249,1,16,换 了 次货 ， 头次 居然 是 翻新 机 ， 下次 实体店 了 ， 吃一堑长一智 ！
3250,5,16,拿 回来 ， 激活 以后 。 网速 挺 好 的 。 手感 也 特别 好 。
3251,1,64,不想 说 什么 了 以后 绝对 不会 在 京东 上 买 任何 东西 了 买 了 两次 电子产品 都 是 几千 的 东西 没有 一次 是 好 的 手机 上 的 边 缝 都 能 夹纸 了 京东 以 我 已经 激活 为 由 不 给 我 换 让我拿 去 给 厂家 看 差评 我家 人 嫌 麻烦 只能 凑活 了 给 大家 提个醒
3252,1,22,买手机 连 个 钢化 膜 和 手机 壳 都 不 舍得 送 让 他 开发票 也 不开 问 问题 也 爱理不理 的
3253,5,54,买 这个 手机 真是 一波三折 啊 ， 在 别家 下单 买 第一个 ， 搜索 不到 wifi ， 退 了 ， 然后 来 京东 下单 买 第二个 ， 触屏 有 问题 又 退 了 ， 最后 鼓起勇气 京东 下单 第三个 ， 目前 用 着 没什么 问题 ， 原来 网购 * * b 完全 碰运气 。
3254,5,20,验证 了 是 正品 ， 价格 很 美丽 ， 而且 快递 很 给 力 ， 第二天 就 收到 了 ，
3255,1,23,手机 玩游戏 的 时候 电话 进来 就 会 卡死 掉 ， 手机 铃声 设置 完 了 自己 还会 换回 自带 铃音 真无语 了
3256,3,32,一直 用 三星 ， 也 不 觉得 这个 好 很多 ， 好像 屏 还 没有 我 三星 S8 好 ， 流畅 也 差不多 ， 这个 显大台 ， 屏 占 比 低 了
3257,2,139,首先 包装 的 不好 ， 随便 一装 ， 好歹 也 是 五千多 快 的 东西 ！ 其次 送货 速度 还 行 ！ 再有 就是 开关机 键 下方 铁 机身 处有 一个 小 磕碰 不 仔细 看看 不 出来 拍不出 效果 ， 没拍 ！ 机身 左侧 有 一道 不 知道 是 划痕 还是 什么 ， 铁 机身 与 玻璃 机身 处有 缝隙 ， 感觉 正常 不 仔细 看不出来 ， 毕竟 不是 全铁 机身 了 ！ 为什么 会 有 这么 多 小毛病 ， 刚买 的 手机 有 这些 问题 ， 实在 是 难受 ！ 换 了 也 麻烦 也 不 一定 能 解决 ， 估计 是 通病 了 ， 凑合 用 ， 希望 使用 上 没有 什么 问题 ！ 还有 就是 到手 的 时候 手机 原装 盒子 就 已经 挤 变形 了 一个角 ！ 这次 对 苹果 对 京东 很 失望
3258,1,23,这 就是 京东 的 质量 ？ 就 这样 售后 还 判责 ？ 刚 打开 的 手机 就 这 德行 ！ 什么 玩意 ！
3259,2,9,充电器 是 坏 的 别的 还 没 查出 什么
3260,5,35,反应 很快 ， 有些 功能 还 没 搞 明白 。 在 7p 和 8p 之间 犹豫 了 很 久 ， 最终 对 自己 没有 信心 ， 因为 上 一个 手机 就是 摔坏 了 屏幕 。
3261,1,15,手机 刚买 几天 就 出现 问题 ， 不会 自动 锁屏 ， 偶尔 还会卡 ， 垃圾
3262,2,16,不 开心 ， 猛然 一看 又 少 了 几百块 钱 ， 我 那 叫 一个 郁闷
3263,5,21,质量 有 得 怀疑 ， 才 买 十多天 就 出现 了 故障 ， 售后服务 真差 ， 真不知道 是 山寨 还是 水货
3264,3,9,通讯录 导入 闪退 ， 暂时 没有 发现 其他 问题
3265,3,14,昨天 刚买 ， 今天 就 便宜 一百 。 真的 是 不在乎 买家 的 感受
3266,5,43,这 是 给 老婆 买 的 手机 。 之前 买 了 华为 V10 那 商家 一直 不 发货 。 就 取消 订单 买 了 这 一款 手机 。 当天 订 隔天 就 到 了 ， 京东 快递 是 快 得 没得说的 了 ?
3267,5,11,同事 介绍 在 京东 自营 店 买 的 ， 还 不错
3268,1,46,买来 后 发现 显示屏 左下方 显示 残缺 ， 反应 给 京东 售后 竟然 处理 不了 ， 说 返 我 00 京豆 要 我 直接 用 ， 妈 的 什么 破 客服 ， 几千块 的 手机 这 质量 还要 我 接受 ， 申请 了 几次 没人管 .
3269,5,93,各 方面 都 不错 ， 登录 苹果 官网查 序列号 ， 网页 加载 不了 暂时 没查 ， 苹果 用起 就是 舒服 。 ios 版本 默认 是 11.2 . 2 了 ， 反应 还 行 。 有 一点 ， 麻烦 东哥 ， 给 腾讯 或 苹果 说 一声 ， 通病 iPhone6s 最大 音量 ， 完微信 跳 一 跳 ， 触摸 有 杂音 ， 几位 大佬 解决 下 这个 问题 啦 ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ 其它 都 ok ， 带 耳机 听 音乐 ， 音效 特爽 。
3270,2,28,我 也 不想 说 什么 了 ， 7 月 14 日买 的 ， 激活 日期 在 6 月 6 日 ， 不得不 说 ， 自营 店 都 假
3271,1,30,手机 用 了 不到 一个 星期 就 出现 了 问题 ， 手机 主 屏幕 键 ， 按 下去 出现 不明 声音 ， 双击 之后 无法 打开 最近 使用 的 应用
3272,1,23,"激活 好 去 官网 看 了 下 , 保修 日期 , 还有 3 个 月 , 我 去 返修 机来 的 ， 晕死"
3273,5,11,不错 ， 运行 速 速度 也 不错 ， 非常 信任 苹果
3274,3,54,包装 太 简陋 ， 手机 壳 外面 就 用 一个 小盒子 装 了 一下 ， 真是 ， ， ， 前 几天 买 的 Pad 那个 包装 真是 比 这 好 百倍 ， 那个 盒子 是 一个 人 抱 ， 而 这个 就是 一个 手 拿 ， 真不知道 是不是 正版 的 ， ， ， 唉
3275,1,23,新机 居然 有 刮痕 ， 而且 边框 缝隙 很大 不说 还有 泥尘 在 里面 ！ ！ 一星 是 给 快递 小哥 的 ......
3276,5,126,iphone7plus128g 磨砂 黑 果然 很 好 ， 犹豫 了 很 久 ， 把 手上 的 6plus 换 了 。 收到 货后 ， 打开 包装 ， 感觉 一股 新手机 的 味道 ， 很 好闻 。 把玩 了 两天 ， 手机电池 还 算 耐用 ， 系统 流畅 无比 ， 屏幕 有些 偏黄 ， 但是 是 正常 色温 600k ， 对 眼睛 很 好 ， 而且 是 以前 手机 太白 ， 开始 才 不 习惯 ， 其实 很 好 ， 十几分钟 就 习惯 了 。 喜欢 苹果 ， 就是 喜欢 他 的 系统 。 这 是 我 第四部 苹果机 了 ， 一直 用 ， 一分钱 一分货 ， 喜欢 就 买 了 ！ 京东 速度 快 ， 第二天 上午 到货 ， 快递 员 很 细心 。 加油 ， 京东 ！
3277,2,31,拿到 货 就 打开 看 了 ， 手机 有点 掉 漆 ， 本来 打算 换 一个 的 ， 老公 急 着 用 ， 就 没换 了 ， 配送 速度 挺快 的
3278,3,14,什么 都 好 就是 太 耗电 了 ， 电视剧 看 4 集 就 没电
3279,5,14,很 好 用 啊 ， 手感 也 不错 ， 正品 ， 很 喜欢 。
3280,2,99,第一次 收到 ， 外表 还 不错 ， 但用 了 几天 ， 电源线 就 坏 了 ， 也 发现 前置 摄像头 时 ， 屏幕 有 明显 黑线 ， 我 一 开始 就 申请 了 电源线 ， 因为 没有 发现 屏幕 有 问题 ， 后来 找 客服 申请 退换 ， 但 客服 一直 在 说 只能 处理 一个 售后 单 号 ， 但 我 手机 还有 两天 就 过 15 天 换货 期 ， 我 理解 他们 的 原则 ， 但 不 接受 他们 的 拖延 ， 所以 我 就 打 了 消费者 维权 热线 ， 京东 才 迅速 处理 了
3281,1,28,手机 不行 ， 京东 手机配件 都 被 掉包 ， 不是 原装 ， 我 买回来 就 接触不良 ， 建议 实体店 购买 ， 当场 验机 。 或者 官方网站 购买 。
3282,3,3,还 可以 。
3283,1,39,估计 买 到 假货 了 ， 刚用 二十天 ， 就 开 不了 机 \ n 也 换 不了 。 哎 。 我 得 宝贝 啊 ！ 还 没 满月 你 就要 懂 手术 啊 ！ 真的 想 骂人 ！
3284,1,135,手机 用 了 好 几天 ， . 刚 收到 时 开封 看到 手机 摄像头 有 好多 灰尘 。 差不多 七千 的 手机 了 这种 低级 问题 ， 很 是 失望 ！ 不 影响 拍照 所以 就 不换 了 ， 换 了 可能 问题 还 多 ， 2 . 照相 超级 差 都 不及 国产 * 元 机照 的 清晰 ， 旧款 7p 照 相比 这 8 好多 了 。 苹果 真是 越做越 差 。 3 . 打电话 时 听筒 电流 声 真是 无话可说 ， 山寨 机比 它 都 清晰 ， 4 . 早上 充满 电 下午 三点 没电 了 ， 耗电 非常 严重 ！ 就 用 下 微信 ， 本人 从不 玩游戏 的 。 现在 用 7p 比 这 8 好得多 了 ， 准备 转买 了 。 真是 垃圾 的 一款 机 。 无 语
3285,5,5,还 不错 ， 是 正品
3286,1,30,买 回 第一天 就 触屏 不良 ， 后来 换 了 一部 ， 目前 还 没什么 问题 ， 但是 一直 不 给 发票 ， 只有 电子版 发票 ， 没有 纸质 发票
3287,3,15,刚买 完 就 更 优惠 了 申请 保价 都 不让 .... 手机 本身 没 问题
3288,5,14,手机 手感 不错 ， 大小 合适 。 运行 顺畅 ， 电池 还 行 。
3289,1,2,不 满意
3290,1,38,我 真是 够 够 的 了 ， 包装 那么 简陋 ， 手机 买来 查 了 一下 是否 正品 ， 查 了 一下 序列号 结果显示 去年 就 被 激活 ， 二手 的 ？ 唯一 的 就 快 递给 力
3291,3,61,差评 ， 快递 不 知道 什么 鬼 ？ 不是 京东 专送 吗 ？ 直接 给 我 扔 公司 楼下 寄存 柜 了 ， 都 不 给 我 验货 ， 我 买 的 手机 又 不是 豆腐 ， 都 不 给 我 看看 ， 问 客服 也 只会 是 说 抱歉 。 第一次 京东 买 巨款 手机 ， 体验 不 ok ！
3292,3,74,双十 一前 买 的 ， 到手 后 没 撕 自带 膜 检查 ， 然后 就 血崩 了 ， 第二天 去 找 专业 贴膜 的 人 贴膜 的 时候 撕开 才 发现 屏幕 边上 有 一条 划痕 ， 于是 找 客服 ， 回复 说 超过 24 小时 不 受理 退换货 ， 买 之前 故意 问 了 客服 说 7 天内 质量 问题 包 退换 ， 现在 每天 盯 着 那 划痕 天知道 有 多 难受
3293,1,25,今天 刚刚 收到 货 ， 打开 快递 包装 ， 盒子 四个 角落 都 有 被 摔 的 痕迹 ， 物流 还 极 不 给 力
3294,5,41,手机 可以 的 ， 但是 不 知道 是不是 因为 国行 的 问题 拍照 拍 完 照片 是 模糊 的 ， 放大 看 就 变 清晰 了 ， 退出 重看 又 是 模糊 的 ， 再 放大 就 又 清晰 了 。
3295,3,14,比 别家 贵 了 00 ( * ^ � � ^ * ) 亏了
3296,5,49,小米 苹果 三星 拍照 效果 ， 大家 自己 感受 下 ， 真是 一分钱 一分货 的 道理 。 用 了 一个月 ， 其他 还 没有 感觉 到 什么 问题 。 就 打字 不 习惯 ， 下载 搜狗 ， 苹果 又 是 超级 傲娇 那种 ， 一个劲 把 搜狗 挤下去 ?
3297,1,41,亲们 ， 收到 货 一定 要 先 看清楚 有没有 瑕疵 再 激活 ， 因为 ， 一旦 激活 就 不能 换货 了 ！ 一定 一定 记得 先 检查 ， 我 就是 这 样子 的 ， 然后 ， 就 没有 然后 了 ！
3298,3,42,这是 第二个 8p 了 ， 通话 底噪 依旧 明显 ， 怀疑 是 硬件 或者 设计 的 问题 ， 不 影响 使用 影响 心情 。 除了 这个 问题 其他 都 好 ， 大概 这 也 是 新出 一个月 就 降价 的 原因 之一
3299,3,14,激活 日期 相差 15 天 不 知道 是不是 官 换机 先用 着 懒得 换
3300,1,158,两个 字 ， 后悔 ， 坚决 不 在 京东 买 任何 东西 ， 买不到 0 天 严重 降价 200 元 ， 还 不 给 补 差价 ， 特 后悔 在 京东 买 了 ， 早 知道 在 ~ 买 了 ， 而且 人家 马 哥哥 走 流程 售后 特别 方便 ， 京东 太 垃圾 了 ， 还 说 什么 售后 会以 打电话 的 方式 联系 我 ， 我 以为 可以 退 ， mmp 直接 电话 说 退 不了 ， 太 失望 了 ， 你们 京东 的 * 元特 容易 赚 ， 直接 抢劫 ， 直接 抢 我们 老百姓 的 血汗钱 ， 还 说 送 什么 几个 京豆 ， 不要 了 ， 没有 任何理由 可以 在 京东 购买 商品 了 ， 本 不想 评价 ， 越想 越气 人 ， 手机 电量 也 不 耐用 ， 耗电 的 很 ， 太 失望 的 一次 购物 ， 一点 商量余地 都 没有 ， 哎 ， 还是 马 哥哥 厉害 ? ? ?
3301,5,5,不错 ， 第三次 买 了
3302,3,5,左侧 有 小 缝隙 。
3303,5,112,京东 给力 ！ 在 其他 地方 订货 等 好久 都 没有 发货 ， 第三方 的 根本 不敢 买 ， 京东 到货 通知 很 方便 ， 上周五 下单 ， 周六 一 早就 到 自 提点 了 ， 速度 一流 ， 包装 完好无损 ， 赞赞赞 ！ 说 到 产品 本身 ， 颜值 高 使用 流畅 ， 但是 刚刚 开机 激活 后 设置 中间 有 一步 怎么 都 过不去 ， 好像 死 在 哪里 了 ， 当时 系统 还 不太熟悉 ， 不会 用 多任务处理 ， 只好 重启 解决 ， 汗 呀 汗 ...... 现在 使用 习惯 了 ， 几个 手势 都 非常 给力 方便 ， 拍照 也 很 好 。 iPhoneX 不错 ? ? ?
3304,5,41,非常 精巧 的 一款 手机 ， 大小 适合 女孩子 ， 运行 速度 没得说 ， 还 可以 无线 充电 ， 把 以前 诺基亚 的 无线 充电器 找 了 出来 ， 完美 组合 ， 又 省 了 买 无线 充电器 的 钱 。
3305,1,38,"差评 ， 刚买 完 连续 两次 降价 000 , 垃圾 至极 ， 京东 购物 这么 多次 第一次 差评 ， 玩 的 都 是 套路 ， 大家 小心 点 吧 ， 不能 让 石头砸 脚 第二次 。 垃圾 。"
3306,1,23,差评 ， 手机 买 了 快 一个月 用 着 网络 非常 卡 ， 有 网络 还 经常 卡 ， 软件 都 打不开 ，
3307,5,36,第二天 就 收到 货 了 ， 外表 很 惊艳 ， 像素 也 很 高 ， 唯一 不好 的 就是 拆开 后 屏幕 是 亮 的 ， 开机 了 已经 ， 后期 用 段时间 在 评价 。
3308,1,32,胶封 不满 都 算了 ， 屏幕 还是 花 的 ， 关键 是 售后 说 外观 问题 不 退换 ， 还 让 我 举证 不是 我 自己 弄坏 的 ， 也 是 牛皮
3309,5,4,挺 好 的 京东
3310,3,9,用 起来 手机 发烫 不 知道 正 不 正常
3311,1,99,手机 屏幕 小 瑕疵 ， 一个角 凸起 ， 一个 边角 有 划痕 掉 漆 不 知道 经受 了 什么 事情 。 手机 有时 有些 卡顿 不过 问题 不 大 。 手机 激活 查不到 已 激活 ， 只能 以 购买 日期 验证 ， 不 知道 手机 怎么样 。 快递 不守信用 迟到 快递 包装 极其 简陋 ， 一个 纸盒 加 一包 空气 手机 在 里面 来回 晃动 拿到 时 纸盒 都 是 变形 的 ， 买来 没 几天 就 就 降价 了 ， 不 建议 朋友 近期 入手 想 买 的 朋友 等 新款 发布 后 这款 肯定 会 更 便宜
3312,5,4,京东 一如既往 的 实在
3313,5,9,拍照 效果 很 好 ， 运行 速度 很快 。
3314,1,17,买 过来 用 了 6 天 ， 降价 * ， 我能 说 啥 ？ 只好 给 一星
3315,3,32,第一次 用 平果 手机 ， 用 了 一天 速度 也 不 什么样 ， 刚 下载 的 腾讯 视频 竟然 有 观看 记录 ， 官网查 序列号 又 没 问题 ， 什么 意思 呀
3316,2,10,Siri 功能 不行 ， 根本 反应 不 过来 ， 亏了
3317,3,172,因为 对 京东 的 品质 及 物流 速度 的 信任 ， 自从 注册 了 京东 账号 后 ， 网购 基本上 都 是 在 京东 购买 ， 购买 京东 自营 的 产品 ， 我 这边 都 是 可以 次日 到达 ， 这次 购买 iPhone8 是 有史以来 最 糟糕 的 一次 购物 ， 22 日 抢 到 的 手机 ， 手机 竞然 发错 了 地方 ( 我 是 柳州市 的 ， 竞然 发到 了 来宾市 站点 ) 我 这边 发现 发错 了 站点 主动 进行 了 催 单及 联系 客服 ， 客服 服务态度 不是 很 好 ， 还 让 我 联系 配送 站点 了解 情况 ， 让 我 在 焦虑 中等 了 2 天才 收到 手机 。 还有 就是 来宾 站点 跟 柳江 站点 的 工作人员 都 知道 我 买 的 产品 是 苹果 8 ， 保密工作 做 得 不好 ， 万一 中途 被 人 掉包 了 怎么办 。 这次 购物 很 不 满意 。 最后 还是 希望 京东 不要 再犯 这么 底级 的 错误 ， 用心 做事 ， 客户 才 会 放心 。
3318,1,63,切 输入法 切微信 窗口 的 时候 卡顿 也 就算 了 ， 嫌 麻烦 懒得 退换 了 将 就 用 。 结果 刚买 第五天 就 降 三百 也 可以 忍 了 ， 毕竟 保价 成功 ， 到 第九天 的 时候 又 降 三百 ， 过 了 七天 不 给 保价 ， 真是 受够了 ！ ！ ！ ！ ！ 2000 京豆 敷衍 谁 呢 ？
3319,3,42,表示 对 客服 很 不满 ， 昨天 买 的 时候 说 了 返 四万 京豆 的 。 让 我 在 拍个 ， 拍 不了 。 等 今天 。 金天 又 说 没 活动 了 。 就 这样 不 给 我 了 。
3320,1,6,降价 8 天 不能 申请 价保
3321,3,11,1 号 买 的 ， 我 想 问问 为啥 不送 豆
3322,3,1,一般般
3323,5,8,查过 是 正品 ， 非官 翻 ， 信赖
3324,1,58,并 不是 想象 中 的 那么 好 ， 说真的 感觉 并 不是 正品 ， 开机 激活 后 又 不能 退货 退款 的 要 买 的话 建议 还是 去 实体店 看看 比较 靠 谱 ， 毕竟 不是 几块钱 的 东西 我 买 了 这 手机 来 了 就 不太灵 的 店家 却说 是 没事 的 正常 现象 请 放心使用
3325,5,9,效果 还 不错 ， 有 一处 磕碰 ， 算了
3326,3,13,以后 不买 这 牌子 的 手机 了 。 。 。 ！ ！ ！
3327,3,29,用 了 快 三个 月 了 ， 现在 才 来 评论 ， 速度 很快 ， 就是 有时候 要 卡机 ， 黑屏 我 也 不 清楚 是 什么 原因 。
3328,3,1,好
3329,5,9,挺不错 的 ， 非常 喜欢 ， 下次 还会 购买
3330,3,30,感觉 是 正品 ， 但是 手机 背后 走 一道 划痕 ， 不 知道 是不是 翻新 ， 其他 都 还 正常 ， 没什么 大 问题 ， 就 将 用 着 吧
3331,1,95,差评 差评 ， 差评 ， ， ， 京东 就 这 售后服务 态度 快 倒闭 了 ， 我 手机 买来 不 试用 也 么 知道 有 问题 ， 通话 声音 小 的 要死 ， 根本 听不见 ， 打电话 售后 只会 踢皮球 ， 明明 写 着 七天 无 理由 退货 ， 今天 才 第二天 却 找 各种 理由 拒绝 ， * * 七天 无 理由 退货 根本 里 没有 写 激活 不 退 ， 只 有点 开在 最 里面 括号 里 ， 你 大爷 这 不是 坑 吗 ， 就 这么 作死 吗 ！ ！ ！ ！
3332,1,64,京东 的 商品 是 真的 不能 再 买 了 ， 这 款 手机 用 了 将近 两个 月 了 ， 通话 中 的 时候 对方 经常 听 不到 我 的 声音 ， 好几个 朋友 都 说 听 不到 。 咨询 客服 人员 ， 竟然 推卸责任 ， 也 是 醉 了 。 建议 大家 还是 去 实体店 购买 吧 & hellip ; & hellip ;
3333,5,2,满意 网购
3334,5,8,发热 有点 厉害 ， 比 6 热 很多
3335,5,13,不 知道 运行 怎么样 ， 后期 会 追评 ， 其他 的 很 nice
3336,3,39,屏膜 这块 划痕 ， 我 也 不 知道 咋 了 ， 去 贴膜 时候 把 本来 的 膜 揭 下来 才 发现 ， 问 客服 让 我 检测 ， 我 想 说 这个 问题 能 检测 出来 吗 ？
