,labels,lenths,contents
3399,1,4,没收 钢化 膜 手机套
3400,5,5,选择 京东 快速 棒棒 哒
3401,1,15,手机 很卡 申请 售后 寄过去 售后 说 磕碰 快递 负责 赔付 浪费 天 时间 语
3402,5,3,不愧 京东 速度
3403,2,17,第一个 小时 发现 手机 拍照 调节 焦距 卡住 动 微信 网上 好多 人有 想 听听 解释 ？
3404,5,7,一段时间 评价 好用 查过 正品 ！ 好评
3405,2,16,手机 背面 确实 黑点 问 客服 说 官方 话 审核 检测 墨迹 三思 第一次 强迫症 逼成
3406,1,12,手机 像是 旧 拆过 肯定 京东 包装 京东 买 东西 太 差
3407,3,60,第一次 买 苹果 小白 熟悉 操作 机器 差评 失望 把玩 几天 拿到 手后 开机 卡顿 系统 停留 11.2 11.4 更新 推送 奇怪 ！ 重新启动 还好 不卡 安兔 兔 19 万 偏低 说 充电 续航 万年 5v1a 小时 充满 小时 完 续航 极差 拍照 不怎么样 解析 力 不行 真实 优点 ： 外观 漂亮 喜欢 貌似 外观 过得去 见仁见智 把玩 一个月 追评
3408,5,5,好看 好久 终于 买 开心
3409,5,2,特别 美
3410,3,19,壳 脏 开 脏壳脏 开 脏壳脏 开 脏壳脏 开 脏 感觉 像是 退 买 退 拦截 ？ ？ ？
3411,3,11,真心 不想 说 苹果 越做越 差到 程度 三分 级 京东 物流
3412,3,19,电池 感觉 一般般 玩 回去 没电 手机 倒 不卡 几个 软件 bug 苹果 id 明明 特定 条件 显示 错误
3413,3,13,新机 撕开 膜 屏上 划痕 便宜 真 货 懒得 扯 外观 还好 段时间
3414,1,12,物流 太慢 脱 一个多 星期 回来 外表 袋子 全是 灰 脏脏 差评
3415,1,6,home 键 掉 漆 号 买
3416,5,3,我够 东西 东西
3417,3,23,手机 很漂亮 不错 整体 效果 给星 第一次 送过来 质量 售后 解决 耽搁 长时间 快递 速度 没什么 可说 态度 售后 速度慢 不提 手机 舒服
3418,1,24,苹果 8plus 手机 太重 手里 板砖 沉 掉电 玩 手机 不到 小时 没电 电池 耐用 手机 黑屏 重启 现象 建议 买 贵 手机 实用
3419,5,7,不错 手机 手机 ！ ！ ！ ！
3420,3,2,屏幕 已碎
3421,1,16,手机 不到 半个 月 开关机 按键 卡死 不灵 只能 说 维修 感觉 这钱花 舒服 有没有 朋友
3422,3,11,收到 商品检验 不错 值得 信赖 手机 品牌 物流 速度慢 四五天 到货
3423,2,6,机器 办理 退货 京东 服务态度 不错
3424,3,11,手机 开机 卡顿 打个 游戏 死机 苹果 系统 客服 时间 搭理
3425,3,8,手机 手机 京东 买 完 降价 降 400
3426,3,3,还行 买 质量
3427,5,64,年用 s 再也 不用 手机 s 内存 想 换 新机 之间 犹豫 好久 买 新 买 旧 京东 活动 买 8p 拿到 手用 几天 玩游戏 太爽了 老公 走 补偿 女生 8p 太大 入手 这台 一个月 速度 s 相比 起飞 一天到晚 手机 不离手 玩游戏 充 电 续航 能力 背面 玻璃 材质 看着 高大 保护 金属 看着 上档次 犹豫 下手 失望 裸奔 壳 摔 超 心疼
3428,5,6,物流 速度 全新 机器 速度 很快
3429,1,11,买 完 半个 月 降 两次 价 价保 七天 hellip hellip
3430,2,5,东西 送 坑 满赠 ？
3431,3,5,解锁 输 密码 卡顿 秒
3432,2,27,手机 外壳 缝隙 开机 前 ！ 售后 说 质量 换 ！ ！ 实体店 说 质量 开具 检测 报告 ！ ！ ！ Y ！ 京东 收拾 烂摊子 ！
3433,1,15,怎么回事 上方 显示 电量 手机信号 信息 栏 消失 n 屏幕 这才 两个 月 连二 手机
3434,5,7,电池 续航 能力 外观设计 价格 正好 完美
3435,3,3,发票 用用 追加
3436,1,12,太差 买 半个 月 降价 坑人 一问 拿出 一大堆 理由 hellip hellip
3437,5,7,不错 京东 买手机 买 相机 电器 类
3438,3,21,拍照 清晰 说 说 手机 拍照 续航 能力 一般般 京东 快递 送货 太慢 充电 口 缝 黑色 污渍 退货 追评 ！
3439,3,1,还行
3440,5,16,京东 账号 下单 手机 苹果 手机 效果 手机 中考 成绩 理想 小伙子 找回 自信 开心 暑假
3441,3,8,价格 浮动 太 没意思 啊啊啊 ！ ！ ！
3442,1,36,说 一句 jd 真的 坑 卖 588 5499 问 客服 有没有 优惠 客服 说 保价 30 天 想着 肯定 降价 买 买 完 价格 持续 5499 真的 cn 马 京东 ni 马似 ！ 倒闭 企业 狗
3443,1,14,吃 黑钢 � G � o 快捷 钢 � G 永 � h 花不出
3444,5,54,第一印象 深刻 细长 黄屏 ！ n n 日晚 11 点 27 短信 提醒 沈阳 仓有 货 下单 付款 日 中午 12 点 半左右 收到 日 间 闪转 腾挪 始终 未果 京东 给力 ！ n n 本想 买 26 6P 16G 拍 一点 照片 往外 倒 年初 买 单反 暂时 64G 抢到 心满意足 人得 知足
3445,3,9,手机 发货 挺快 价格比 贵 京东 东西 越来越 贵
3446,2,21,不太 理想 不到 一个月 手机 app n 下载 东西 慢 客服 告诉 升级 系统 做 系统 不到 一个月 手机 做 系统
3447,1,31,昨天下午 收到 手机 晚上 激活 手机 死机 白屏 京东 京东 拆机 检测 服 掏钱 买来 拆 心疼 京东 家里 电器 京东 买 一年 最少 三五万 金额 京东 算是 坑 视频 看吧
3448,2,8,明明 双十 价格 双十 6488 买 7199 安逸
3449,1,9,物流 说 很快 自营 商品 说实话 真 安卓 ！
3450,5,9,苹果 手机 一向 京东 物流 快递 小哥 说 ！
3451,3,19,东西 不错 价保 周期 确实 坑人 天 月 日 买 月 日 发现 降价 100 元 申请 价保 不行
3452,1,11,手感 手机 后盖 缝隙 过大 后盖 拆过 申请 换货 情况 安好
3453,5,9,挺不错 外观 质量 挺 担心 一个月 过后 评论 毛病
3454,4,20,真的 不错 一个月 系统 真的 华为 好多 信号 很差 现象 打开 飞行 模式 关掉 玩游戏 真的 ！ 华为 一点 ！
3455,3,8,刚买 秒杀 价格 基础 送京豆 开心 手机 不错
3456,3,8,手机 卡 刚买 一个月 卡槽 边上 划痕 怎么回事
3457,3,35,只能 中评 第一次 第一天 手 收到 货时 包装 碰撞 物流 京东 着实 意见 屏调 50 机子 黄 边框 契合 度 着实 情况 开刚 激活 过程 中 关 人工智能 语音 卡得 傻 关了 激活 流畅 飞
3458,5,10,hellip 速度 hellip 查 国行 正品 ！ n 追加 hellip
3459,3,15,手机 京东 依然 值得 信任 国行 正品 下单 第二天 快递 小哥 拆箱 跑 还好 手机
3460,2,14,十五天 好多 原彩 显示 失灵 电量 关机 再开 机会 百分百 相机 卡死 过好 醉
3461,1,126,月 号 买 手机 第一次 收到 货 手机 右上角 做工 缝隙 特别 黑色 污渍 地方 刮痕 换货 第二次 收到 货 手机 机身 四周 全是 刮痕 手机 语 换货 第三次 收到 货 手机 四周 拆过 破损处 地方 刮痕 可忍 打电话 投诉 没用 2345 没用 解决方案 劝 退货 退款 无语 气 折腾 一个月 手机 退货 省事 ！ 偏不退 换 接二连三 手机 几次 验货 京东 快递 小哥 面 拆开 换 三次 货 无语 京东 卖 货咯 ！ 京东 失望 语 打电话 改 好评 估计 不想 无止境 换下去 第四次 收到 手机 完好无缺 手机 前几次 客服 信誓旦旦 手机 退下来 手机 三个 手机 ！ 说 退回去 货 只能 二手网 我信 ？ 包装 拆 包装 卖 ！ 手里 残次品 ！ 出厂 货 气得 客服 不靠 谱 说 快递 小哥 会上 门 取货 没来
3462,5,3,一如既往 行 马马虎虎
3463,1,32,声音 时有时无 声音 开 听筒 模式 情况 返回 桌面 调节 铃声 音量 只能 设置 里 调节 拍照 iPhone6 一毛 网络 情况 软件 刷新 微信 刷新 hellip 网络 垃圾 中 战斗机 hellip hellip
3464,5,14,手机 行 确实 习惯 买 后悔 买 8p 太小 超级 习惯 n 包装 简陋
3465,5,8,手机 正品 不错 犹豫 好久 买 手感 挺
3466,5,3,东西 包裹 性
3467,5,17,iPhone8 收到 第二台 iPhone 机器 喜欢 iPhone 系统 特别 流畅 摄像 外观 高端 大气 小小的 手感 特别
3468,1,6,买 几天 降价 保价 垃圾 垃圾
3469,5,4,性价比 不错 经济 实惠
3470,3,56,买 金色 说实话 感觉 难看 颜色 办法 256 黑色 银色 上手 玩 一会 惊喜 地方 幸运 手机 外观 没什么 不像 手机 屏幕 间隙 差评 里 手 不一会 bug 下图 返回 桌面 卡死 只能 关机 重启 感觉 苹果 8p 屏幕 点 多余 屏幕 紧凑 实用 home 实体 键 手感 买 16g 真的 不想 买 8p hellip hellip
3471,5,7,帮 婆婆 买 发货 速度 产品 棒棒
3472,5,8,苹果 控就 喜欢 苹果 手机 屏 大小 正合适
3473,1,7,签收 时 验货 边框 破损 第二次 语
3474,1,35,这家 店 客服 太 垃圾 一顿 解答 一句 不好意思 这是 技术 负责 销售 咨询 真的 一句 话 形象 ： 穿 裤子 太 失望 京东 消费 这么久 这家 店 失望 碰到 客服 太 垃圾 感觉 不爽
3475,3,8,感觉 不像 新 机子 正面 缝隙 有卡顿 现象
3476,3,2,手机 掉色
3477,1,38,手机 死机 卡屏 京东 闪 退出 假 操作 软件 卡死 反回 锁 屏键 关机 关不了 按着 home 键 关机 键 强制 重启 机器 相机 里 照片 拍 昏暗 清晰 燥点 感觉 掉 坑里 好像 假 机器 hellip hellip
3478,2,17,不错 棒棒 哒 东西 ！ 感觉 厉害 小东西 ！ 太 � � 哩巴嗦 ？ 说真的 手机 烦人
3479,1,32,下单 时 优惠 000 元 页面 显示 优惠 300 打电话 京东 客服 说 42 小时 专员 几天 没个 答复 京东 消费 几年 头 希望 说法 ！ ！ ！ ！ ！ ！ ？
3480,1,16,非要 星 星 不愿 刚买 俩 天快 降价 400 理由 补 差价 垃圾 垃圾 hellip hellip
3481,5,5,不错 ！ 大小 合适 喜欢
3482,1,12,我选 十二 期 免息 白条 后台 竟扣 全款 弄 钱 交 房租
3483,5,1,全新
3484,5,9,这是 第二次 买 京东 自营 产品 红色 特别 好看
3485,1,37,苹果公司 没钱买 棺 材了 更新 狗 屁 系统 降低 苹果 苹果 手机 性能 逼 买 苹果 新手机 x 刚买 8p 更新 最新 系统 卡 刷 页面 掉 帧 系统 降 回去 戒 买 苹果 贵 坑 值得
3486,2,12,买 隔天 降价 四百 不让 保价 服气 一星 手机 一星 快递 小哥
3487,5,4,效率 高 速度 满意
3488,5,12,不错 手感 真心 金属外壳 摔 楼 掉下去 照样 ！ 结实 耐用 ！
3489,3,2,二手货 感觉
3490,1,11,手机 外观 激活 手机 玩游戏 闪退 卡死 充电 发烫 假 手机
3491,2,8,实体店 买 安心 卡屏 电话 声音 电流 很大
3492,5,80,苹果 手机 好用 太重 钢化 膜 手机 壳 重量 超过 200 克 裸机 超过 190 克 苹果 手机 取卡针 简陋 ？ 截 铁丝 弯成 半个 多月 APP 里 卡顿 期待 中 顺滑 电池 太 耐用 平时 玩游戏 浏览 各大 APP 电池 勉强 多年 安卓 切换 直观 感受 苹果 操作 便利性 人性化 安卓 满意 拍照 出片 效果 强于 安卓 各大 旗舰 喜欢 自然 拍照 算法 后期 涂抹 拍照 总 感觉 真实 期待 苹果 推出 最新款 希望 ios11 老款 机子 变得 更卡顿
3493,3,11,打电话 声音 太小 包装 差 钢化 膜 一块 不送 暂时 发现
3494,1,39,请客 服 擦亮眼睛 仔细 昨天 到货 花 价钱 买 全新 机器 仔细 发现 一处 左下角 边框 掉 漆 一处 充电 口 上方 边框 划痕 肯定 舒服 消费者 鸡蛋 挑 骨头 希望 质量 完美 一点 一点 瑕疵 两大 品牌 信心
3495,2,6,前天 送 京东 没动 干什么 ？
3496,5,17,不愧为 特别版 颜色 很漂亮 那种 很俗 红色 优雅 酒 红色 有个 X 薄 运行 速度 很快 喜欢
3497,3,25,物流 快慢 说 本来 下午 第二天 早上 没电 充电 充了 下午 小时 充满 听 音乐 五分钟 废 格电 想 问 苹果 手机 5s 费电 段时间
3498,3,36,手机 行 只能 给星 收到 第一台 手机 缝隙 太 同事 店里 买 容忍 换 一台 收到 稍微 缝隙 跟上 好多 收下 同事 便宜 1000 块钱 毛病 就行 京东 售后 不错 换货 天 客服 效率 高 ！
3499,3,4,卡顿 ！ 死机 开心
3500,2,28,机器 京东 封条 拆过 封 打开 外包装 有理 说不清 只能 忍 退换货 还好 手机 激活 包装 太 简陋 盒子 一个角 变形 好几千 东西 京东 确实 越来越 不靠 谱
3501,2,79,买 东西 收货 真的 期待 害怕 买到 确实 收到 货 第二天 发现 还好 咨询 苹果 客服 证明 系统 原因 手机 硬件 买 7138 客服 说 保价 降价 退 差价 降价 6888 问 客服 退 差价 客服 说 拍 商品 地区 MMP 没货 老子 拍 拍 退 ！ 客服 咨询 主管 说 帮 申请 三天 音讯 ！ ！ 搞笑 客服 理都 不理 ！ 不理 客服 骂 ？ 差价 已退 ！ 再也 贪 几百 便宜 京东 买 苹果 手机 ！ ！
3502,3,23,光大 证券 APP 兼容 切换 账号 交易 光大 证券 技术 部门 后后 告知 苹果 沟通 解决 时间 故有 证券交易 需求 暂 建议 购买
3503,5,8,手机 性价比 高 京东 物流 速度 没得说的 好评
3504,5,8,苹果 质量 没得说 棒 拿到 查封 感觉 沉甸甸
3505,5,1,！
3506,2,5,续航 摄像头 灰 懒得 换
3507,3,9,东西 快递 打电话 扔 公司 前台 丢 赔 ？
3508,5,0,
3509,3,10,手机 充电器 技术 不良 总让 检查 时间 买 一条 充电器
3510,2,14,价格 浮动 太 恶心 hellip hellip 送人 拆封 降价 hellip hellip 崩溃 hellip hellip
3511,5,6,挺 很快 内存 好点 物流 很快
3512,2,9,真是太 无语 买 几天 少 00 降价 太快 噻
3513,5,7,手机 快递 员特 差劲 误报 时间 态度恶劣
3514,2,5,手机 做工 一般般 一般般 一般般
3515,2,8,手机 卡卡 滴 重启 手机 系统 有没有 情况
3516,1,13,差劲 刚买 降价 400 照片 人像 模式 ！ 愉快 购物 ！ ！ ！
3517,1,3,感觉 像是 用过
3518,2,6,上海 江苏 南通 送 四天 ！
3519,1,5,买 一个月 便宜 500 ？
3520,1,4,二手网 线 激活 appleid
3521,5,6,第二天 送到 快递 力 手机 京东
3522,3,21,京 � � I 店 � I20 天 � r � X 差 600 元 真的 � o � Z ！
3523,5,11,苹果 外观 效果 一流 好看 屏幕 效果 行 ！ ！ ！
3524,3,10,手机 行 裸机 发票 纸张 发票 机器 后期 用用 评论
3525,3,7,感觉 买 降价 真心 心累 脱粉 果断
3526,1,2,电子 发票
3527,5,5,京东 自营 送货 质量 放心
3528,3,25,昨晚 买 早上 降价 说 七天 降价 补 差价 说 符合 退 屏幕 柜 缝 里 咯 ！ 找 客服 说 找 售后 打电话 检测
3529,1,11,仔细检查 手机 激活 手机 背版 有溢胶 玻璃 背板 缝隙 换 绝望
3530,5,5,赞 满意哦 不错 赞 ？
3531,1,7,明明 点 纸质 发票 改成 电子 发票
3532,5,5,开封 价格 合适 效果 评价
3533,5,10,帮 朋友 买 朋友 喜欢 颜值 高 便宜 性价比 高
3534,1,7,几个 星期 手机 黑屏 卡着 不动 鬼
3535,5,12,挺 正品 手机 激活 卡 换 满意 购物 快递 力 完美 哈哈哈
3536,3,26,� � 行 感 � X � c 卡卡 � � � � iPadPro � r 候 � � � 确 � � 卡 後 悔
3537,5,10,手机 不错 七月份 出厂 原封 包装 发货 京东 值得 信赖
3538,5,7,物流 速度 超级 性价比 不错 顺畅 ！
3539,1,11,刚买 完 降价 三百多 立减 申请 价格 保护 问 客服 人理
3540,5,7,手机 挺 昨天 下单 早上 收到 没用
3541,1,10,手机 原因 卡机 快递 员 分钟 不理 走 手机 放在
3542,2,9,心情 美丽 手机 肯定 好用 刚买 多星期 多花 00
3543,5,16,好看 6s 大小 镜面 玻璃 实在 太 好看 tapengine 感觉 挺不错 再也 虚拟 键 走 坏
3544,1,30,京东 买 第二个 水果机 去年 买 果 感觉 结实 还好 前 几天 买 果 8plus 收到 货 发现 玻璃板 间隙 在意 两天 感觉 放心 售后 手机 无奈 激活 新 机器
3545,1,8,真的 坑 买过 几天 降价 说 保价 时间
3546,5,8,手机 出厂 系统 11.4 感觉 电量 厚实 多久
3547,2,6,想 说 快递 超级 慢 三天
3548,5,11,京东 买手机 果粉 外观 漂亮 系统 流畅 质量 物流 第一 服务
3549,1,27,MD 鸡 玩意儿 天降 400 醉 保价 保 00 有意识 做生意 关门 算了吧 京东 买 东西 价 大家伙 6099 天后 5688 买 实体店 网上 担风险 价格 气死
3550,4,60,两天 评价 到手 仔细 外观 右下角 缝隙 手机 弯 细微 接受 激活 升 11 卡顿 用安卓 感觉 苹果 电量 确实 不行 充电 很慢 两个 半小时 充满 充要 单独 买 五百多 11 版本 bug 微信 聊天 界面 自动 息屏 拨号 声音 关不掉 打电话 贴 耳朵 息屏 延迟 两秒 暂时 手机 整体 不错 精致 苹果 做工 确实 强 震动 传感器 牛 一批
3551,2,6,不到 俩 月 降 1300 心疼
3552,5,1,感觉
3553,2,6,屏幕 划痕 盒子 打开 中 翻新
3554,2,4,包装 差评 角落 磕碰
3555,1,31,太 不行 手机 自动 重启 电池 冲不上 电 新机 一会 没想到 不行 店家 服务态度 不好 拒收 消息 真的 不行 售后服务 态度 不错 这家 千万别 买 白花 几千块 钱 真不知道 评价 店
3556,1,4,开机 五分钟 砖块 垃级
3557,5,8,运行 速度 拍照 清晰 电池 经用 物流 赞赞
3558,5,5,东西 不错 内存 运行 颜色
3559,2,5,刚买 几天 下降 二百 ！
3560,3,17,额 说 机子 新 机子 官网查 序列号 机子 顿卡顿 卡 重启 手机 背面 一点 划痕 搞 恶心
3561,1,14,垃圾 东西 早 实体店 买 手机 电话 听不清 听 不到 声音 购物 体验 极差
3562,1,7,买 完 降价 ？ ？ 补贴 ！
3563,5,20,京准 达 厉害 说好 11 点到 11 点 送到 师傅 辛苦 满头大汗 苹果 东西 说 本想 月 新机 奈何 不争气
3564,1,4,捣鼓 王者 荣耀 下载
3565,3,4,翻车 背面 摄像头 灰
3566,1,10,郁闷死 买 一部 手机 子 机子 右侧 两个 针孔 撬开
3567,5,2,买 正品
3568,2,5,手机 满意 接电话 声音 很小
3569,3,1,发票
3570,1,34,产品 物流 说 ！ 很棒 不足之处 降价 太快 买 5688 一周 两次 降价 35 降至 5588 反复 找 京东 客服 几次 终究 退 00 大洋 差价 ！ 刚刚 一看 降价 5499 消费者 凉凉的 ！
3571,3,9,坑 5.21 买 6.1 保价 找 客服 申诉 认栽
3572,3,71,喷子 第一次 苹果 手机 一部 买手机 星期 评价 拿到 打开 合子 惊艳 倒 玻璃 后板 确实 带套 生怕 一不小心 挨 三千 拍照 强大 无可否认 用酷 狗 听 音乐 时 时不时 会响 两声 电流 过大 群种 破音 2g 游戏 铁血 刺客 玩 不到 十分钟 感觉 发热量 蛮大 还卡成 狗 a 系列 处理器 数据 网上 说 hom 键 歪 后盖 严实 打电话 听到 电流 声 暂无 算了 平时 视频 聊天 多一点 中评 ！
3573,3,16,快递 没话说 手机 不怎么样 反正 激活 退 玩 一把 王者 荣耀 手机 热 打电话 听筒 声音
3574,3,10,拍照 力 满意 唯一 一点 品控 差 太 缝隙 感人
3575,1,37,手机 长相 说 电池 不小 电池 太 耐用 吃 鸡 小时 丢 电 这是 中午 充 相当于 百分之 200 电量 玩 4.4 小时 吃 鸡 半个 小时 电视 日常 玩游戏 凑合 快充 坑 冲着 性能 红色 后盖
3576,5,5,行用 这么久 评价 屏幕 瑕疵
3577,1,3,京东 太 忽悠
3578,2,10,实事求是 买 滋味 再晚 两天 买 价格 便宜 300 块
3579,5,5,拿到 中 期待 期待 期待
3580,1,3,解释一下 闪退 情况
3581,5,20,不错 不错 两天 买 fandx 买 苹果 x 信任 京东 提交 订单 忘记 选 地址 修改 送到 京东 物流 点赞
3582,5,7,499 买 吃 鸡 特效 全开 不卡
3583,1,32,体验 很差 本来 女朋友 生日 前一天 买 承诺 次日 达 快递 隔 天才 手机 屏幕 瑕疵 隔好 几天 解决 耽误 买 不到 三周 降 两次 价了 说 超过 天 补 差价 垃圾
3584,1,12,说 买回来 晚上 指纹 按钮 坏 客服 售后 不理 第一次 京东 失望
3585,3,16,一段时间 评论 闪光灯 低温 不亮 价格 降 太快 玩游戏 时 有时候 卡 （ 网 ） 行
3586,5,17,担心 收到 发现 大小 超级 适中 想要 电池 续航 相比 好多 不送 几张 膜 手机套 显得 小气
3587,1,7,缝隙 过大 A4 纸 塞 掉 胶
3588,3,6,红色 618 降价 这天 买 遗憾
3589,1,12,回事 几次 微信 收到 信息 震动 不停 震 关机 重启 才行 ！
3590,2,6,变相 降价 400 价保 评价 ？
3591,1,59,强烈建议 微信 买 东西 买 差评 星期 不到 手机 听筒 报废 打电话 只能 开 免提 充电器 充了 小时 不到 暖手 宝用 京东 苹果 不错 这下 绝望 售后 网页 打不开 差评 2300 多条 好评率 百分之九十九 客服 说 全新 机 退换 全新 机 发现 ？ 苹果 客服 打电话 一半 电话 莫名其妙 挂 真的 忙 时间 骂人 睡觉 祝 早日 倒闭 谢谢
3592,1,5,买 十天 降价 五百 差评
3593,3,2,一般般 不怎么样
3594,3,14,手机 速度 很快 视频 卡死 特别 抖音 开 短信 闪退 原因 只能 说 满意
3595,3,10,手机 体验 home 键 感觉 咯噔 买 几天 降价 ！
3596,1,17,电池 还好 打游戏 一充 摄像头 气泡 状 痕迹 影响 拍照 影响 外观 倒霉 买 几天 降 600
3597,2,6,玩 吃 鸡 手机 热成 狗
3598,5,3,还行 充电 慢
3599,1,19,不好 不好 千万别 买 欲哭无泪 很早 买 没用 昨天 手机 4g 问卖 苹果 手机 手机 有时候 拨打 电话 模糊
3600,5,37,京东 快递 包装 太 薄弱 盒子 一个角 摔 瘪 外包装 原装 盒子 之间 夹点 泡沫 完美 拆开 试 机子 路边摊 元买个 壳子 感觉 不错 n 照相机 棒 超级 喜欢 有人 模式 京东 加油 爱 ！ ！ ！
3601,5,114,收到 全新 手机 原封 太 仔细 缝隙 开机 11.02 版本 iPhone 转 iPhone8 习惯 第一个 按下 home 键 两天 依然 不好 home 苹果 上用 估计 iPhone 重了 沉甸甸 第三 圆弧 边远 iPhone 直角 稳 优点 速度 屏幕 更大 细腻 不太 习惯 turetone 屏幕 （ 开着 感觉 偏黄 ） 拍照 水准 档次 无线 充电 试 车载 磁贴 手机 支架 貌似 磁贴 贴 影响 充电 充电器 标准 W 头 苹果 快速 充电 问 苹果 客服 傻子 一问三不知 支持 快充 估计 临时工 拿到 iPhone8 新鲜感 卡 越来越 APP 抛弃 至少 再战 一年 选择 我会 选择 换成 iPhoneSE 黑色 32G 备注 双机 iOS 加安卓 安卓 一年 换 买好 千元 机 只求 大屏幕 三星 C7Pro 感觉 iPhone 好用 功能
3602,5,3,信赖 京东 喜欢
3603,3,36,手机 通话 电流 声 发现 显示 清晰 在线音乐 播放 音质 挺 转接线 接 耳机 音质 依然 秒杀 市场 各类 HIFI 手机 说好 返 150 元 京东 豆 没收 评论 完 ？ 256G 买大 0G 买 64G
3604,1,16,第一次 京东 买手机 能比 高级 一点 德行 手机 拿来 卖 良心 痛 ？ 闹心 花钱买 罪受
3605,3,4,物流 俩 天 麻烦
3606,2,3,发票 花 二十元
3607,4,0,
3608,3,21,整体 满意 唯独 理解 保价 天 买 不到 10 天降 100 两周 活动 降 200 家电 保 一个月 ？ ？ ？
3609,1,6,购买 时 显示 赠品 收到 货啥
3610,5,6,产品 价格 优惠 信赖 京东 赞
3611,5,5,正版 价格 良心 ！ ！
3612,1,31,手机 全新 瑕疵 收到 手机 先 激活 第二天 贴膜 发现 屏上 处有 划痕 手机 四角 磨损 手机 原厂 膜 揭开 晚上 贴 膜 灯光 下一照 划痕 京东 残次品 欺诈 消费者 维权
3613,3,8,京东 购物 心寒 京东 客服 加大 培训 ！
3614,1,15,月 26 日买 元 月 日 收到 货 月 日 降到 元 太坑 差评 hellip
3615,5,2,坏 买
3616,1,8,听不见 来电 录音 功能 史上 买手机 最差 .....
3617,2,20,10 天 感觉 手机 新手机 卡顿 各位朋友 买手机 苹果 专卖店 买 放心 点 315 说 各大 电商 卖 60% 假
3618,1,24,明明 写 次日 达 ！ 催 客服 一点 ！ 耽误 我用 ！ 包装 外面 有个 盒子 手机 来回 晃 ！ 用充 气泡 包装 ！
3619,5,8,不错 实惠 系统 太新 帮 朋友 买 满意
3620,3,7,HOME 指纹 灵敏 刚用 两天 待用 评论
3621,3,14,包装 手机 希望 假货 店里 买 便宜 点 有个 朋友 说 便宜 买到 纠结
3622,1,10,没来 说 人为 买 掉 漆 8p 真的 垃圾 京东
3623,5,4,不错 hellip hellip 满意
3624,5,3,第二天 非 速度
3625,5,5,电量 充足 不用 每日 充电
3626,3,3,凑合 回来 毛病
3627,1,6,降价 太快 ！ 刚买 几天 降价
3628,3,47,： 此款 产品 霸王 条款 mdash mdash 开机 注册 享受 七天 理由 退换 开机 注册 只能 判断 苹果 机身 有无 划痕 判断 摄像头 拍照 京东 客服 解释 只能 出具 检测 报告 为期 15 天 检测时间 京东 提供 备用机 自此 再也不会 京东 apple 旗舰店 购买 产品 请 引以为鉴
3629,3,5,一段时间 手机 卡 现象 失望
3630,2,18,中评 手机 电量 不经用 几把 王者 荣耀 没剩 点 手机 发烫 第三 有时候 导致 手机 没卡 效果 hellip
3631,3,10,帮别人 买 手机 京东 贱 刚买 亏了 两百块 保价 鬼
3632,1,18,想 问 7.5 号 拿到 手机 激活 时间 6.23 号 ？ 二次 售卖 ？ 激活 退回去 卖 ？
3633,5,5,iphone 数据 icloud 省心 ！
3634,1,3,卡槽 掉 漆
3635,1,6,太差 几点 降价 保价 京东 客服
3636,1,18,手机 屏幕 一道 划痕 ！ 激活 解决 补充 50 京东 卷 ！ 稀罕 块钱 愉快 下次 京东 买手机
3637,2,13,几天 锁屏 一会 打开 信号 格 蜂窝 网络 一分钟 链接 网络 纳闷 ！
3638,3,16,宝贝 正品 天 发现 王者 开 语音 声音 按键 有时候 灵敏 有时候 不灵 揪心 激活 退
3639,5,5,挺 朋友 喜欢 还会 买
3640,5,1,不错
3641,5,9,东西 用过 还行 ！ 烧机 机子 运行 程序 吃力
3642,3,157,这么久 评价 10 月 号 718 元入 深空 灰 256G 查出 货 日期 15 月 22 产地 河南 郑州 手机 确实 重 galaxynote4 重多 早 批次 好像 机器 确实 小毛病 屏幕 偏暖 （ 黄 ） 通话 噪音 （ 尚 接受 ） 铃声 设置 总有 一会 变 一会 变 网上 说 充电电池 膨胀 电池 门 发售 吐 槽 京东 保价 京东 客服 京东 售后 ma 蛋太 鸡肋 保个 价 订单 后台 商品 设置 限购 商品 每人 只能 抢 不到 设置 纠错 机制 抢 次 概率 抢购 成功 明明 商品 有货 死活 抢 不到 大伙 深有体会 而换个 号 秒 下单 ！ ！ ！ 客 服装 死 买前 好好 回复 购买 咨询 一提 保价 半天 搭理 客服 保价 说法 说法 买个 手机 每日 三逛 京东 价格 有没有 变 价格 变动 时 下单 优惠价 保价 618 双 11 双 12 电商 大促 套路 太多 多点 真诚 报价 期内 最低 价格 保价 价格 趋势 ！ 写 我以 648 元 保价 成功 心累
3643,5,6,手机 包装 压 变形 送货 速度
3644,5,14,正品 证明 下单 前 担心 多余 京东 品质 没得说 特别 售后服务 一流 快递 一流
3645,5,3,帮 朋友 买
3646,2,23,号 买 号 降价 300 申请 保护 客户 搭理 说 秒杀 秒杀 字 本来 信赖 京东 事情 搞 舒服 大件 京东 买 麻烦
3647,1,13,客服 态度 不太好 页面 显示 次日 达付 款 用户 意愿 晚 配送 差评
3648,1,35,一星 不想 手机 不到 一个月 一秒 玩 这下 一秒 自动关机 开 售后 可怕 京东 推 责任 买回来 一个月 保养 滴水 碰过 说 手机 液体 承担风险 几千块 钱 一个月 京东 欺骗 消费者 ？ 劝 京东 东西
3649,5,12,想 封条 ？ 包装 太 简单 送给 女朋友 二手 尴尬 hellip hellip
